gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000241399	NA	20	17.0	NA	NA
ENSG00000241400	NA	13	8.0	NA	NA
ENSG00000241416	NA	9	7.0	NA	NA
ENSG00000241420	NA	14	8.0	NA	NA
ENSG00000241439	NA	4	4.0	NA	NA
ENSG00000241468	NA	5	3.0	NA	NA
ENSG00000241481	NA	7	1.0	NA	NA
ENSG00000241484	NA	72	53.0	NA	NA
ENSG00000241500	NA	17	2.0	NA	NA
ENSG00000241528	NA	27	20.0	NA	NA
ENSG00000241532	NA	55	27.0	NA	NA
ENSG00000241549	NA	49	27.0	NA	NA
ENSG00000241553	NA	9	5.0	NA	NA
ENSG00000241563	NA	12	8.0	NA	NA
ENSG00000241597	NA	23	9.0	NA	NA
ENSG00000241622	NA	21	12.0	NA	NA
ENSG00000241644	NA	21	15.0	NA	NA
ENSG00000241684	NA	58	48.0	NA	NA
ENSG00000241728	NA	21	12.0	NA	NA
ENSG00000241764	NA	12	10.0	NA	NA
ENSG00000241770	NA	23	13.0	NA	NA
ENSG00000241782	NA	12	12.0	NA	NA
ENSG00000241837	NA	44	34.0	NA	NA
ENSG00000241839	NA	16	7.0	NA	NA
ENSG00000241847	NA	9	6.0	NA	NA
ENSG00000241852	NA	21	14.0	NA	NA
ENSG00000241878	NA	56	27.0	NA	NA
ENSG00000241889	NA	13	6.0	NA	NA
ENSG00000241935	NA	80	42.0	NA	NA
ENSG00000241945	NA	77	33.0	NA	NA
ENSG00000241956	NA	60	46.0	NA	NA
ENSG00000241973	NA	14	13.0	NA	NA
ENSG00000241984	NA	4	3.0	NA	NA
ENSG00000241990	NA	8	7.0	NA	NA
ENSG00000242028	NA	11	10.0	NA	NA
ENSG00000242061	NA	13	8.0	NA	NA
ENSG00000242071	NA	4	3.0	NA	NA
ENSG00000242073	NA	27	10.0	NA	NA
ENSG00000242082	NA	41	26.0	NA	NA
ENSG00000242086	NA	163	93.0	NA	NA
ENSG00000242094	NA	10	8.0	NA	NA
ENSG00000242110	NA	82	47.0	NA	NA
ENSG00000242114	NA	31	18.0	NA	NA
ENSG00000242125	NA	23	13.0	NA	NA
ENSG00000242142	NA	11	10.0	NA	NA
ENSG00000242159	NA	9	7.0	NA	NA
ENSG00000242193	NA	72	40.0	NA	NA
ENSG00000242220	NA	17	16.0	NA	NA
ENSG00000242229	NA	19	17.0	NA	NA
ENSG00000242242	NA	11	7.0	NA	NA
ENSG00000242247	NA	17	16.0	NA	NA
ENSG00000242252	NA	20	13.0	NA	NA
ENSG00000242259	NA	46	31.0	NA	NA
ENSG00000242265	NA	33	28.0	NA	NA
ENSG00000242267	NA	38	27.0	NA	NA
ENSG00000242268	NA	21	10.0	NA	NA
ENSG00000242498	NA	29	20.0	NA	NA
ENSG00000242516	NA	37	21.0	NA	NA
ENSG00000242539	NA	8	6.0	NA	NA
ENSG00000242551	NA	24	16.0	NA	NA
ENSG00000242553	NA	25	15.0	NA	NA
ENSG00000242588	NA	98	79.0	NA	NA
ENSG00000242593	NA	47	39.0	NA	NA
ENSG00000242600	NA	2	1.0	NA	NA
ENSG00000242615	NA	13	8.0	NA	NA
ENSG00000242616	NA	52	35.0	NA	NA
ENSG00000242622	NA	3	3.0	NA	NA
ENSG00000242661	NA	24	11.0	NA	NA
ENSG00000242686	NA	30	19.0	NA	NA
ENSG00000242687	NA	46	19.0	NA	NA
ENSG00000242715	NA	37	31.0	NA	NA
ENSG00000242759	NA	47	28.0	NA	NA
ENSG00000242767	NA	7	5.0	NA	NA
ENSG00000242852	NA	23	16.0	NA	NA
ENSG00000242866	NA	69	28.0	NA	NA
ENSG00000242889	NA	34	15.0	NA	NA
ENSG00000242950	NA	38	11.0	NA	NA
ENSG00000242970	NA	17	7.0	NA	NA
ENSG00000243051	NA	10	10.0	NA	NA
ENSG00000243056	NA	9	4.0	NA	NA
ENSG00000243069	NA	69	46.0	NA	NA
ENSG00000243083	NA	2	2.0	NA	NA
ENSG00000243116	NA	24	13.0	NA	NA
ENSG00000243137	NA	24	13.0	NA	NA
ENSG00000243147	NA	7	7.0	NA	NA
ENSG00000243156	NA	29	19.0	NA	NA
ENSG00000243175	NA	47	20.0	NA	NA
ENSG00000243176	NA	14	5.0	NA	NA
ENSG00000243224	NA	10	9.0	NA	NA
ENSG00000243234	NA	14	8.0	NA	NA
ENSG00000243244	NA	85	58.0	NA	NA
ENSG00000243251	NA	13	5.0	NA	NA
ENSG00000243302	NA	36	17.0	NA	NA
ENSG00000243317	NA	56	46.0	NA	NA
ENSG00000243321	NA	27	17.0	NA	NA
ENSG00000243335	NA	10	7.0	NA	NA
ENSG00000243368	NA	24	12.0	NA	NA
ENSG00000243414	NA	11	8.0	NA	NA
ENSG00000243422	NA	47	23.0	NA	NA
ENSG00000243429	NA	21	16.0	NA	NA
ENSG00000243431	NA	2	2.0	NA	NA
ENSG00000243444	NA	47	24.0	NA	NA
ENSG00000243464	NA	9	1.0	NA	NA
ENSG00000243477	NA	17	10.0	NA	NA
ENSG00000243480	NA	74	22.0	NA	NA
ENSG00000243560	NA	18	14.0	NA	NA
ENSG00000243566	NA	22	18.0	NA	NA
ENSG00000243587	NA	35	34.0	NA	NA
ENSG00000243646	NA	46	28.0	NA	NA
ENSG00000243659	NA	8	2.0	NA	NA
ENSG00000243660	NA	45	25.0	NA	NA
ENSG00000243667	NA	38	26.0	NA	NA
ENSG00000243678	NA	49	37.0	NA	NA
ENSG00000243679	NA	52	24.0	NA	NA
ENSG00000243695	NA	4	4.0	NA	NA
ENSG00000243696	NA	26	20.0	NA	NA
ENSG00000243701	NA	35	23.0	NA	NA
ENSG00000243708	NA	9	7.0	NA	NA
ENSG00000243709	NA	64	29.0	NA	NA
ENSG00000243710	NA	36	27.0	NA	NA
ENSG00000243725	NA	33	23.0	NA	NA
ENSG00000243746	NA	3	1.0	NA	NA
ENSG00000243749	NA	7	6.0	NA	NA
ENSG00000243789	NA	32	20.0	NA	NA
ENSG00000243795	NA	30	21.0	NA	NA
ENSG00000243819	NA	23	15.0	NA	NA
ENSG00000243894	NA	51	31.0	NA	NA
ENSG00000243899	NA	66	21.0	NA	NA
ENSG00000243902	NA	49	39.0	NA	NA
ENSG00000243926	NA	12	6.0	NA	NA
ENSG00000243943	NA	30	10.0	NA	NA
ENSG00000243955	NA	45	35.0	NA	NA
ENSG00000243961	NA	21	19.0	NA	NA
ENSG00000244004	NA	10	8.0	NA	NA
ENSG00000244005	NA	15	8.0	NA	NA
ENSG00000244026	NA	30	14.0	NA	NA
ENSG00000244038	NA	10	8.0	NA	NA
ENSG00000244040	NA	44	33.0	NA	NA
ENSG00000244041	NA	79	41.0	NA	NA
ENSG00000244045	NA	33	17.0	NA	NA
ENSG00000244119	NA	85	54.0	NA	NA
ENSG00000244128	NA	28	22.0	NA	NA
ENSG00000244137	NA	25	22.0	NA	NA
ENSG00000244161	NA	5	4.0	NA	NA
ENSG00000244165	NA	13	9.0	NA	NA
ENSG00000244184	NA	14	11.0	NA	NA
ENSG00000244187	NA	92	68.0	NA	NA
ENSG00000244198	NA	3	1.0	NA	NA
ENSG00000244215	NA	21	14.0	NA	NA
ENSG00000244219	NA	23	6.0	NA	NA
ENSG00000244239	NA	11	7.0	NA	NA
ENSG00000244242	NA	33	27.0	NA	NA
ENSG00000244257	NA	71	28.0	NA	NA
ENSG00000244270	NA	4	4.0	NA	NA
ENSG00000244289	NA	15	10.0	NA	NA
ENSG00000244291	NA	87	55.0	NA	NA
ENSG00000244292	NA	8	7.0	NA	NA
ENSG00000244300	NA	21	9.0	NA	NA
ENSG00000244301	NA	10	2.0	NA	NA
ENSG00000244357	NA	15	10.0	NA	NA
ENSG00000244371	NA	21	5.0	NA	NA
ENSG00000244380	NA	9	8.0	NA	NA
ENSG00000244393	NA	16	3.0	NA	NA
ENSG00000244411	NA	8	4.0	NA	NA
ENSG00000244425	NA	13	10.0	NA	NA
ENSG00000244476	NA	5	4.0	NA	NA
ENSG00000244479	NA	27	10.0	NA	NA
ENSG00000244480	NA	68	31.0	NA	NA
ENSG00000244486	NA	11	8.0	NA	NA
ENSG00000244515	NA	53	26.0	NA	NA
ENSG00000244558	NA	23	14.0	NA	NA
ENSG00000244560	NA	43	24.0	NA	NA
ENSG00000244567	NA	16	9.0	NA	NA
ENSG00000244607	NA	55	38.0	NA	NA
ENSG00000244617	NA	52	21.0	NA	NA
ENSG00000244625	NA	9	7.0	NA	NA
ENSG00000244627	NA	20	10.0	NA	NA
ENSG00000244674	NA	49	21.0	NA	NA
ENSG00000244682	NA	28	11.0	NA	NA
ENSG00000244691	NA	2	2.0	NA	NA
ENSG00000244694	NA	47	37.0	NA	NA
ENSG00000244701	NA	36	14.0	NA	NA
ENSG00000244733	NA	28	20.0	NA	NA
ENSG00000244752	NA	20	15.0	NA	NA
ENSG00000244754	NA	58	19.0	NA	NA
ENSG00000244879	NA	58	34.0	NA	NA
ENSG00000244968	NA	29	11.0	NA	NA
ENSG00000245025	NA	32	14.0	NA	NA
ENSG00000245060	NA	40	24.0	NA	NA
ENSG00000245105	NA	32	19.0	NA	NA
ENSG00000245149	NA	37	31.0	NA	NA
ENSG00000245213	NA	51	30.0	NA	NA
ENSG00000245281	NA	22	16.0	NA	NA
ENSG00000245293	NA	13	7.0	NA	NA
ENSG00000245317	NA	88	45.0	NA	NA
ENSG00000245322	NA	11	11.0	NA	NA
ENSG00000245384	NA	8	6.0	NA	NA
ENSG00000245468	NA	28	22.0	NA	NA
ENSG00000245498	NA	35	24.0	NA	NA
ENSG00000245526	NA	57	4.0	NA	NA
ENSG00000245532	NA	11	4.0	NA	NA
ENSG00000245552	NA	56	27.0	NA	NA
ENSG00000245556	NA	36	17.0	NA	NA
ENSG00000245573	NA	34	26.0	NA	NA
ENSG00000245598	NA	37	22.0	NA	NA
ENSG00000245614	NA	14	13.0	NA	NA
ENSG00000245648	NA	24	23.0	NA	NA
ENSG00000245680	NA	21	9.0	NA	NA
ENSG00000245685	NA	11	11.0	NA	NA
ENSG00000245694	NA	22	14.0	NA	NA
ENSG00000245750	NA	71	42.0	NA	NA
ENSG00000245768	NA	25	16.0	NA	NA
ENSG00000245832	NA	20	17.0	NA	NA
ENSG00000245849	NA	6	6.0	NA	NA
ENSG00000245910	NA	14	11.0	NA	NA
ENSG00000245937	NA	58	35.0	NA	NA
ENSG00000245958	NA	99	73.0	NA	NA
ENSG00000245975	NA	16	7.0	NA	NA
ENSG00000246022	NA	35	28.0	NA	NA
ENSG00000246067	NA	25	9.0	NA	NA
ENSG00000246082	NA	16	9.0	NA	NA
ENSG00000246089	NA	86	52.0	NA	NA
ENSG00000246090	NA	55	22.0	NA	NA
ENSG00000246100	NA	13	3.0	NA	NA
ENSG00000246174	NA	46	24.0	NA	NA
ENSG00000246223	NA	7	5.0	NA	NA
ENSG00000246225	NA	24	17.0	NA	NA
ENSG00000246250	NA	29	13.0	NA	NA
ENSG00000246263	NA	29	10.0	NA	NA
ENSG00000246273	NA	25	21.0	NA	NA
ENSG00000246308	NA	16	5.0	NA	NA
ENSG00000246331	NA	50	37.0	NA	NA
ENSG00000246339	NA	11	9.0	NA	NA
ENSG00000246363	NA	95	37.0	NA	NA
ENSG00000246375	NA	122	72.0	NA	NA
ENSG00000246379	NA	20	12.0	NA	NA
ENSG00000246448	NA	65	39.0	NA	NA
ENSG00000246523	NA	49	15.0	NA	NA
ENSG00000246560	NA	51	37.0	NA	NA
ENSG00000246596	NA	32	15.0	NA	NA
ENSG00000246640	NA	20	14.0	NA	NA
ENSG00000246662	NA	6	3.0	NA	NA
ENSG00000246695	NA	113	62.0	NA	NA
ENSG00000246705	NA	12	10.0	NA	NA
ENSG00000246731	NA	61	37.0	NA	NA
ENSG00000246763	NA	3	3.0	NA	NA
ENSG00000246877	NA	1	1.0	NA	NA
ENSG00000246889	NA	19	11.0	NA	NA
ENSG00000246898	NA	50	29.0	NA	NA
ENSG00000246922	NA	20	11.0	NA	NA
ENSG00000246982	NA	40	22.0	NA	NA
ENSG00000247077	NA	22	16.0	NA	NA
ENSG00000247081	NA	11	10.0	NA	NA
ENSG00000247121	NA	47	31.0	NA	NA
ENSG00000247157	NA	90	60.0	NA	NA
ENSG00000247193	NA	19	14.0	NA	NA
ENSG00000247271	NA	22	15.0	NA	NA
ENSG00000247287	NA	14	6.0	NA	NA
ENSG00000247317	NA	12	11.0	NA	NA
ENSG00000247373	NA	22	10.0	NA	NA
ENSG00000247400	NA	37	27.0	NA	NA
ENSG00000247416	NA	12	7.0	NA	NA
ENSG00000247498	NA	18	12.0	NA	NA
ENSG00000247516	NA	59	38.0	NA	NA
ENSG00000247556	NA	27	17.0	NA	NA
ENSG00000247572	NA	57	42.0	NA	NA
ENSG00000247596	NA	11	10.0	NA	NA
ENSG00000247626	NA	8	8.0	NA	NA
ENSG00000247679	NA	12	9.0	NA	NA
ENSG00000247708	NA	10	9.0	NA	NA
ENSG00000247728	NA	33	16.0	NA	NA
ENSG00000247735	NA	21	9.0	NA	NA
ENSG00000247775	NA	36	30.0	NA	NA
ENSG00000247796	NA	48	30.0	NA	NA
ENSG00000247828	NA	89	21.0	NA	NA
ENSG00000247903	NA	64	39.0	NA	NA
ENSG00000247950	NA	22	19.0	NA	NA
ENSG00000247970	NA	18	12.0	NA	NA
ENSG00000247982	NA	33	22.0	NA	NA
ENSG00000248019	NA	23	18.0	NA	NA
ENSG00000248049	NA	26	19.0	NA	NA
ENSG00000248079	NA	89	57.0	NA	NA
ENSG00000248092	NA	68	26.0	NA	NA
ENSG00000248098	NA	24	18.0	NA	NA
ENSG00000248100	NA	62	32.0	NA	NA
ENSG00000248124	NA	70	31.0	NA	NA
ENSG00000248161	NA	58	30.0	NA	NA
ENSG00000248174	NA	47	30.0	NA	NA
ENSG00000248175	NA	56	35.0	NA	NA
ENSG00000248184	NA	31	24.0	NA	NA
ENSG00000248197	NA	65	41.0	NA	NA
ENSG00000248202	NA	42	25.0	NA	NA
ENSG00000248208	NA	8	5.0	NA	NA
ENSG00000248231	NA	29	18.0	NA	NA
ENSG00000248235	NA	17	5.0	NA	NA
ENSG00000248275	NA	22	20.0	NA	NA
ENSG00000248278	NA	69	36.0	NA	NA
ENSG00000248283	NA	11	11.0	NA	NA
ENSG00000248333	NA	9	6.0	NA	NA
ENSG00000248343	NA	7	6.0	NA	NA
ENSG00000248360	NA	49	36.0	NA	NA
ENSG00000248367	NA	12	8.0	NA	NA
ENSG00000248375	NA	4	4.0	NA	NA
ENSG00000248429	NA	37	21.0	NA	NA
ENSG00000248441	NA	60	33.0	NA	NA
ENSG00000248455	NA	11	9.0	NA	NA
ENSG00000248469	NA	84	46.0	NA	NA
ENSG00000248485	NA	46	25.0	NA	NA
ENSG00000248487	NA	43	9.0	NA	NA
ENSG00000248489	NA	3	3.0	NA	NA
ENSG00000248508	NA	57	39.0	NA	NA
ENSG00000248540	NA	19	12.0	NA	NA
ENSG00000248544	NA	20	10.0	NA	NA
ENSG00000248587	NA	43	24.0	NA	NA
ENSG00000248592	NA	17	11.0	NA	NA
ENSG00000248593	NA	20	9.0	NA	NA
ENSG00000248596	NA	29	19.0	NA	NA
ENSG00000248610	NA	6	6.0	NA	NA
ENSG00000248632	NA	36	30.0	NA	NA
ENSG00000248668	NA	14	10.0	NA	NA
ENSG00000248671	NA	93	47.0	NA	NA
ENSG00000248673	NA	25	14.0	NA	NA
ENSG00000248677	NA	24	14.0	NA	NA
ENSG00000248690	NA	7	3.0	NA	NA
ENSG00000248698	NA	67	54.0	NA	NA
ENSG00000248708	NA	16	10.0	NA	NA
ENSG00000248710	NA	24	13.0	NA	NA
ENSG00000248712	NA	8	6.0	NA	NA
ENSG00000248713	NA	44	18.0	NA	NA
ENSG00000248714	NA	56	31.0	NA	NA
ENSG00000248725	NA	12	7.0	NA	NA
ENSG00000248729	NA	5	3.0	NA	NA
ENSG00000248734	NA	19	12.0	NA	NA
ENSG00000248738	NA	107	56.0	NA	NA
ENSG00000248787	NA	19	17.0	NA	NA
ENSG00000248794	NA	9	6.0	NA	NA
ENSG00000248810	NA	50	31.0	NA	NA
ENSG00000248890	NA	25	5.0	NA	NA
ENSG00000248905	NA	56	31.0	NA	NA
ENSG00000248909	NA	41	19.0	NA	NA
ENSG00000248919	NA	26	14.0	NA	NA
ENSG00000248927	NA	16	13.0	NA	NA
ENSG00000248933	NA	34	23.0	NA	NA
ENSG00000248971	NA	34	25.0	NA	NA
ENSG00000248994	NA	5	5.0	NA	NA
ENSG00000249006	NA	9	5.0	NA	NA
ENSG00000249034	NA	12	4.0	NA	NA
ENSG00000249042	NA	48	32.0	NA	NA
ENSG00000249057	NA	10	7.0	NA	NA
ENSG00000249087	NA	17	14.0	NA	NA
ENSG00000249109	NA	63	38.0	NA	NA
ENSG00000249129	NA	16	9.0	NA	NA
ENSG00000249158	NA	19	11.0	NA	NA
ENSG00000249242	NA	102	45.0	NA	NA
ENSG00000249244	NA	35	26.0	NA	NA
ENSG00000249286	NA	44	18.0	NA	NA
ENSG00000249306	NA	37	23.0	NA	NA
ENSG00000249319	NA	35	12.0	NA	NA
ENSG00000249328	NA	20	16.0	NA	NA
ENSG00000249335	NA	19	15.0	NA	NA
ENSG00000249348	NA	52	24.0	NA	NA
ENSG00000249352	NA	12	9.0	NA	NA
ENSG00000249356	NA	19	16.0	NA	NA
ENSG00000249363	NA	11	1.0	NA	NA
ENSG00000249381	NA	25	16.0	NA	NA
ENSG00000249436	NA	45	30.0	NA	NA
ENSG00000249437	NA	47	17.0	NA	NA
ENSG00000249459	NA	18	10.0	NA	NA
ENSG00000249465	NA	17	12.0	NA	NA
ENSG00000249471	NA	9	8.0	NA	NA
ENSG00000249481	NA	29	14.0	NA	NA
ENSG00000249572	NA	19	7.0	NA	NA
ENSG00000249624	NA	17	14.0	NA	NA
ENSG00000249626	NA	14	6.0	NA	NA
ENSG00000249664	NA	27	16.0	NA	NA
ENSG00000249673	NA	26	10.0	NA	NA
ENSG00000249684	NA	32	12.0	NA	NA
ENSG00000249685	NA	18	17.0	NA	NA
ENSG00000249694	NA	42	24.0	NA	NA
ENSG00000249700	NA	41	32.0	NA	NA
ENSG00000249709	NA	61	42.0	NA	NA
ENSG00000249734	NA	9	7.0	NA	NA
ENSG00000249741	NA	29	15.0	NA	NA
ENSG00000249743	NA	44	35.0	NA	NA
ENSG00000249767	NA	14	7.0	NA	NA
ENSG00000249773	NA	43	25.0	NA	NA
ENSG00000249786	NA	31	25.0	NA	NA
ENSG00000249790	NA	19	10.0	NA	NA
ENSG00000249839	NA	80	37.0	NA	NA
ENSG00000249846	NA	25	19.0	NA	NA
ENSG00000249853	NA	44	22.0	NA	NA
ENSG00000249863	NA	15	14.0	NA	NA
ENSG00000249884	NA	57	22.0	NA	NA
ENSG00000249896	NA	37	21.0	NA	NA
ENSG00000250131	NA	82	39.0	NA	NA
ENSG00000250132	NA	29	14.0	NA	NA
ENSG00000250138	NA	19	5.0	NA	NA
ENSG00000250155	NA	9	5.0	NA	NA
ENSG00000250156	NA	18	13.0	NA	NA
ENSG00000250166	NA	4	3.0	NA	NA
ENSG00000250198	NA	12	9.0	NA	NA
ENSG00000250208	NA	30	22.0	NA	NA
ENSG00000250215	NA	17	12.0	NA	NA
ENSG00000250241	NA	206	82.0	NA	NA
ENSG00000250251	NA	35	15.0	NA	NA
ENSG00000250286	NA	3	3.0	NA	NA
ENSG00000250303	NA	45	32.0	NA	NA
ENSG00000250305	NA	39	22.0	NA	NA
ENSG00000250345	NA	42	23.0	NA	NA
ENSG00000250358	NA	22	7.0	NA	NA
ENSG00000250361	NA	38	9.0	NA	NA
ENSG00000250366	NA	86	48.0	NA	NA
ENSG00000250371	NA	7	1.0	NA	NA
ENSG00000250377	NA	8	4.0	NA	NA
ENSG00000250378	NA	26	21.0	NA	NA
ENSG00000250379	NA	12	3.0	NA	NA
ENSG00000250387	NA	24	15.0	NA	NA
ENSG00000250410	NA	14	8.0	NA	NA
ENSG00000250412	NA	19	16.0	NA	NA
ENSG00000250420	NA	76	48.0	NA	NA
ENSG00000250422	NA	16	3.0	NA	NA
ENSG00000250439	NA	7	7.0	NA	NA
ENSG00000250448	NA	12	9.0	NA	NA
ENSG00000250462	NA	120	72.0	NA	NA
ENSG00000250479	NA	3	3.0	NA	NA
ENSG00000250483	NA	14	5.0	NA	NA
ENSG00000250486	NA	24	18.0	NA	NA
ENSG00000250490	NA	54	39.0	NA	NA
ENSG00000250506	NA	20	10.0	NA	NA
ENSG00000250508	NA	30	25.0	NA	NA
ENSG00000250538	NA	74	51.0	NA	NA
ENSG00000250539	NA	19	17.0	NA	NA
ENSG00000250565	NA	33	22.0	NA	NA
ENSG00000250569	NA	10	10.0	NA	NA
ENSG00000250571	NA	20	12.0	NA	NA
ENSG00000250579	NA	2	1.0	NA	NA
ENSG00000250584	NA	32	19.0	NA	NA
ENSG00000250588	NA	32	24.0	NA	NA
ENSG00000250602	NA	8	5.0	NA	NA
ENSG00000250616	NA	54	27.0	NA	NA
ENSG00000250644	NA	7	6.0	NA	NA
ENSG00000250656	NA	30	24.0	NA	NA
ENSG00000250686	NA	36	23.0	NA	NA
ENSG00000250687	NA	2	NA	NA	NA
ENSG00000250722	NA	37	32.0	NA	NA
ENSG00000250726	NA	6	4.0	NA	NA
ENSG00000250731	NA	17	13.0	NA	NA
ENSG00000250770	NA	59	35.0	NA	NA
ENSG00000250771	NA	15	14.0	NA	NA
ENSG00000250786	NA	75	42.0	NA	NA
ENSG00000250790	NA	25	19.0	NA	NA
ENSG00000250802	NA	37	29.0	NA	NA
ENSG00000250863	NA	7	NA	NA	NA
ENSG00000250878	NA	42	33.0	NA	NA
ENSG00000250900	NA	19	15.0	NA	NA
ENSG00000250903	NA	43	30.0	NA	NA
ENSG00000250934	NA	37	18.0	NA	NA
ENSG00000250950	NA	50	48.0	NA	NA
ENSG00000250982	NA	24	14.0	NA	NA
ENSG00000250986	NA	23	15.0	NA	NA
ENSG00000250989	NA	20	16.0	NA	NA
ENSG00000251002	NA	50	39.0	NA	NA
ENSG00000251003	NA	8	8.0	NA	NA
ENSG00000251011	NA	41	30.0	NA	NA
ENSG00000251022	NA	52	39.0	NA	NA
ENSG00000251023	NA	7	6.0	NA	NA
ENSG00000251073	NA	15	10.0	NA	NA
ENSG00000251079	NA	21	14.0	NA	NA
ENSG00000251136	NA	59	40.0	NA	NA
ENSG00000251138	NA	40	22.0	NA	NA
ENSG00000251141	NA	30	18.0	NA	NA
ENSG00000251164	NA	16	15.0	NA	NA
ENSG00000251165	NA	15	9.0	NA	NA
ENSG00000251173	NA	44	21.0	NA	NA
ENSG00000251185	NA	27	22.0	NA	NA
ENSG00000251209	NA	53	39.0	NA	NA
ENSG00000251226	NA	43	22.0	NA	NA
ENSG00000251247	NA	21	8.0	NA	NA
ENSG00000251287	NA	27	11.0	NA	NA
ENSG00000251288	NA	10	8.0	NA	NA
ENSG00000251350	NA	105	55.0	NA	NA
ENSG00000251364	NA	17	17.0	NA	NA
ENSG00000251369	NA	17	13.0	NA	NA
ENSG00000251372	NA	57	37.0	NA	NA
ENSG00000251381	NA	49	22.0	NA	NA
ENSG00000251393	NA	6	4.0	NA	NA
ENSG00000251396	NA	62	51.0	NA	NA
ENSG00000251402	NA	34	22.0	NA	NA
ENSG00000251405	NA	39	20.0	NA	NA
ENSG00000251417	NA	33	18.0	NA	NA
ENSG00000251423	NA	18	17.0	NA	NA
ENSG00000251429	NA	30	15.0	NA	NA
ENSG00000251432	NA	36	22.0	NA	NA
ENSG00000251442	NA	31	12.0	NA	NA
ENSG00000251450	NA	36	23.0	NA	NA
ENSG00000251474	NA	16	12.0	NA	NA
ENSG00000251485	NA	13	10.0	NA	NA
ENSG00000251520	NA	35	22.0	NA	NA
ENSG00000251532	NA	35	18.0	NA	NA
ENSG00000251569	NA	17	4.0	NA	NA
ENSG00000251580	NA	66	47.0	NA	NA
ENSG00000251600	NA	81	52.0	NA	NA
ENSG00000251602	NA	44	17.0	NA	NA
ENSG00000251615	NA	77	57.0	NA	NA
ENSG00000251628	NA	19	14.0	NA	NA
ENSG00000251632	NA	45	31.0	NA	NA
ENSG00000251634	NA	39	13.0	NA	NA
ENSG00000251664	NA	20	12.0	NA	NA
ENSG00000251667	NA	8	8.0	NA	NA
ENSG00000251669	NA	24	16.0	NA	NA
ENSG00000251695	NA	21	14.0	NA	NA
ENSG00000252010	NA	12	9.0	NA	NA
ENSG00000252481	NA	16	14.0	NA	NA
ENSG00000252690	NA	24	10.0	NA	NA
ENSG00000253161	NA	26	25.0	NA	NA
ENSG00000253200	NA	19	10.0	NA	NA
ENSG00000253203	NA	87	38.0	NA	NA
ENSG00000253210	NA	9	9.0	NA	NA
ENSG00000253248	NA	16	12.0	NA	NA
ENSG00000253250	NA	20	9.0	NA	NA
ENSG00000253251	NA	52	32.0	NA	NA
ENSG00000253266	NA	10	7.0	NA	NA
ENSG00000253276	NA	13	9.0	NA	NA
ENSG00000253282	NA	20	14.0	NA	NA
ENSG00000253284	NA	21	15.0	NA	NA
ENSG00000253288	NA	113	78.0	NA	NA
ENSG00000253297	NA	9	6.0	NA	NA
ENSG00000253300	NA	4	2.0	NA	NA
ENSG00000253301	NA	37	18.0	NA	NA
ENSG00000253304	NA	13	11.0	NA	NA
ENSG00000253305	NA	2	2.0	NA	NA
ENSG00000253307	NA	8	7.0	NA	NA
ENSG00000253320	NA	15	13.0	NA	NA
ENSG00000253327	NA	21	12.0	NA	NA
ENSG00000253333	NA	2	NA	NA	NA
ENSG00000253341	NA	18	12.0	NA	NA
ENSG00000253350	NA	13	11.0	NA	NA
ENSG00000253352	NA	9	8.0	NA	NA
ENSG00000253357	NA	4	2.0	NA	NA
ENSG00000253368	NA	40	16.0	NA	NA
ENSG00000253404	NA	58	38.0	NA	NA
ENSG00000253459	NA	9	7.0	NA	NA
ENSG00000253463	NA	12	9.0	NA	NA
ENSG00000253477	NA	4	4.0	NA	NA
ENSG00000253485	NA	15	10.0	NA	NA
ENSG00000253492	NA	3	NA	NA	NA
ENSG00000253516	NA	8	8.0	NA	NA
ENSG00000253521	NA	8	8.0	NA	NA
ENSG00000253535	NA	11	8.0	NA	NA
ENSG00000253537	NA	12	9.0	NA	NA
ENSG00000253540	NA	34	24.0	NA	NA
ENSG00000253547	NA	17	8.0	NA	NA
ENSG00000253553	NA	39	26.0	NA	NA
ENSG00000253559	NA	40	17.0	NA	NA
ENSG00000253596	NA	13	13.0	NA	NA
ENSG00000253598	NA	47	33.0	NA	NA
ENSG00000253626	NA	11	10.0	NA	NA
ENSG00000253629	NA	16	13.0	NA	NA
ENSG00000253633	NA	18	17.0	NA	NA
ENSG00000253636	NA	16	12.0	NA	NA
ENSG00000253641	NA	29	21.0	NA	NA
ENSG00000253642	NA	8	7.0	NA	NA
ENSG00000253649	NA	22	18.0	NA	NA
ENSG00000253661	NA	12	4.0	NA	NA
ENSG00000253669	NA	4	4.0	NA	NA
ENSG00000253671	NA	29	15.0	NA	NA
ENSG00000253678	NA	7	7.0	NA	NA
ENSG00000253686	NA	11	10.0	NA	NA
ENSG00000253704	NA	26	18.0	NA	NA
ENSG00000253710	NA	33	13.0	NA	NA
ENSG00000253716	NA	44	43.0	NA	NA
ENSG00000253719	NA	119	49.0	NA	NA
ENSG00000253726	NA	19	16.0	NA	NA
ENSG00000253729	NA	12	5.0	NA	NA
ENSG00000253731	NA	16	15.0	NA	NA
ENSG00000253734	NA	27	5.0	NA	NA
ENSG00000253738	NA	31	17.0	NA	NA
ENSG00000253741	NA	66	46.0	NA	NA
ENSG00000253746	NA	5	5.0	NA	NA
ENSG00000253753	NA	28	8.0	NA	NA
ENSG00000253764	NA	65	39.0	NA	NA
